"","DataThrough","Season","TeamName","Seed","ConfShort","Coach","Wins","Losses","AdjEM","RankAdjEM","Pythag","RankPythag","AdjOE","RankAdjOE","OE","RankOE","AdjDE","RankAdjDE","DE","RankDE","Tempo","RankTempo","AdjTempo","RankAdjTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","Event","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"1024","End of season",2024,"Bethune Cookman",0,"SWAC","Reggie Theus",17,17,-10.9784,303,0.2276,304,97.9359,313,98.5352,304,108.914,235,102.78,112,70.8346,57,69.8546,62,0.0601,51,-7.7718,349,100.277,355,108.049,277,0.2345,186,NA,16.62,72,17.18,100,17.04,5,17.43,5
"1025","End of season",2024,"DePaul",0,"BE","Tony Stubblefield",3,29,-11.0622,304,0.2334,302,101.553,261,94.874,340,112.616,315,119.443,362,68.3562,183,67.632,167,-0.0225,251,13.0369,10,113.216,10,100.179,10,1.614,140,NA,18.48,295,16.5,16,18.56,8,16.28,1
"1026","End of season",2024,"Western Michigan",0,"MAC","Dwayne Stephens",12,20,-11.423,305,0.2238,307,99.995,292,99.9831,280,111.418,287,108.309,259,68.4724,173,68.5602,117,0.0216,129,-3.3038,256,103.93,281,107.234,226,0.9935,160,NA,17.35,157,17.63,216,17.16,4,17.51,6
"1027","End of season",2024,"Southeastern Louisiana",0,"Slnd","David Kiefer",15,17,-11.5173,306,0.2195,309,98.7365,305,99.6263,284,110.254,256,107.117,235,66.363,288,64.9143,316,0.0407,90,-5.234,310,103.081,298,108.315,289,6.8202,38,NA,18.51,297,17.49,179,18.33,10,17.74,8
"1028","End of season",2024,"Robert Morris",0,"Horz","Andrew Toole",10,22,-11.5489,307,0.2252,305,101.823,258,103.745,217,113.372,328,111.151,318,68.4621,176,67.0707,211,-0.0973,353,-2.7921,242,105.57,202,108.362,293,-0.7905,219,NA,17.92,230,17.06,73,18.33,8,17.37,7
"1029","End of season",2024,"Northern Illinois",0,"MAC","Rashon Burno",11,20,-11.6134,308,0.2248,306,102.183,251,101.824,253,113.796,333,113.343,343,69.1337,132,68.1301,142,0.0407,89,-0.1496,168,106.489,159,106.639,195,7.3422,29,NA,17.63,195,16.86,42,18.2,9,17.3,3
"1030","End of season",2024,"Jackson St.",0,"SWAC","Mo Williams",15,17,-11.6644,309,0.2208,308,100.627,276,101.691,256,112.291,306,107.616,248,69.9847,92,68.5259,124,0.0955,15,-6.0654,324,102.447,317,108.513,302,7.301,30,NA,17.6,191,16.7,29,18.17,9,16.56,1
"1031","End of season",2024,"Alabama St.",0,"SWAC","Tony Madlock",13,19,-12.2879,310,0.1937,315,93.0581,352,93.9542,347,105.346,155,100.59,60,69.0655,137,67.2171,198,-0.0085,205,-5.6209,319,102.05,325,107.671,255,11.9163,6,NA,16.96,99,17.62,214,16.89,4,18.01,10
"1032","End of season",2024,"Campbell",0,"CAA","Kevin McGeehan",14,18,-12.3161,311,0.2096,310,100.672,274,101.984,248,112.988,320,109.499,286,66.5348,277,66.6597,241,0.03,111,-5.1098,303,104.17,274,109.279,342,-6.8456,344,NA,17.41,165,18.59,355,17.05,3,18.24,9
"1033","End of season",2024,"Northern Arizona",0,"BSky","Shane Burcar",14,19,-12.4088,312,0.2048,311,99.0969,301,98.7757,299,111.506,290,110.529,303,69.0711,136,68.3402,131,0.0951,17,-2.8307,244,105.172,227,108.003,273,0.1881,189,NA,17.63,194,17.13,87,17.92,6,17.26,2
"1034","End of season",2024,"Coastal Carolina",0,"SB","Cliff Ellis",9,22,-12.7969,313,0.1992,312,99.4894,296,100.1,279,112.286,305,110.853,312,71.0887,52,69.5568,73,0.003,174,-2.4285,230,105.107,233,107.536,248,-5.3288,319,NA,17.19,130,16.32,10,17.55,11,16,1
"1035","End of season",2024,"Sacramento St.",0,"BSky","David Patrick",10,24,-13.0009,314,0.193,316,98.1575,310,99.0451,295,111.158,281,110.3,300,64.7641,345,64.042,341,-0.0038,195,-2.1522,225,105.968,182,108.121,282,2.6199,114,NA,19.62,350,17.4,154,20.44,9,17.85,5
"1036","End of season",2024,"Charleston Southern",0,"BSth","Barclay Radebaugh",10,20,-13.034,315,0.1867,319,95.4594,337,94.942,338,108.493,220,110.13,296,67.5481,237,66.9555,221,0.0443,78,0.4783,151,107.317,129,106.838,209,6.5484,41,NA,18.17,265,17.32,137,17.67,5,17.34,2
"1037","End of season",2024,"Bellarmine",0,"ASun","Scott Davenport",8,23,-13.112,316,0.1958,313,100.326,279,100.636,272,113.438,330,114.394,351,66.4824,280,64.9084,317,-0.0582,312,-0.2647,176,108.177,106,108.441,299,8.4792,22,NA,18.34,285,17.78,257,18.5,8,18.12,11
"1038","End of season",2024,"Elon",0,"CAA","Billy Taylor",13,19,-13.311,317,0.1958,314,101.838,257,104.212,205,115.149,346,113.003,337,67.5175,238,67.5117,176,0.0501,64,-4.6003,295,104.786,248,109.387,344,-2.3228,259,NA,17.56,186,17.85,268,18.07,8,17.98,6
"1039","End of season",2024,"Lafayette",0,"Pat","Mike McGarvey",11,21,-13.4843,318,0.1754,322,93.5949,347,94.677,344,107.079,194,102.005,93,65.263,335,65.3813,307,-0.0281,264,-5.7591,320,102.69,313,108.449,300,3.0544,103,NA,18.69,311,17.98,295,18.97,6,18.88,5
"1040","End of season",2024,"William & Mary",0,"CAA","Dane Fischer",10,23,-13.5647,319,0.1895,317,100.702,273,102.679,236,114.266,340,111.62,323,66.3042,291,65.9357,273,-0.0619,320,-4.6525,296,104.215,270,108.868,324,-5.782,331,NA,18.51,299,17.64,218,18.84,12,17.84,4
"1041","End of season",2024,"Eastern Illinois",0,"OVC","Marty Simmons",14,18,-13.7792,320,0.1764,321,96.0937,332,96.5098,326,109.873,246,104.411,165,67.4741,242,66.7795,234,0.008,165,-6.445,331,101.568,338,108.013,274,3.9197,85,NA,17.87,228,17.5,185,17.46,6,17.72,8
"1042","End of season",2024,"Idaho",0,"BSky","Alex Pribble",11,21,-13.9862,321,0.1781,320,98.3488,308,100.471,276,112.335,307,110.526,302,65.5856,324,64.9939,314,-0.0186,242,-3.9521,278,104.755,249,108.707,318,-2.3077,257,NA,18.37,289,18.1,314,18.49,7,18.23,7
"1043","End of season",2024,"South Dakota",0,"Sum","Eric Peterson",12,20,-14.0134,322,0.1875,318,103.066,239,104.81,191,117.079,356,115.022,354,69.6046,105,68.7773,107,0.01,159,-4.4894,292,104.496,260,108.986,330,-4.4894,306,NA,17.07,111,17.46,167,17.25,4,17.86,7
"1044","End of season",2024,"Navy",0,"Pat","Ed DeChellis",13,18,-14.3001,323,0.1701,323,96.7859,326,99.4915,289,111.086,279,103.049,118,65.4328,329,65.6121,296,-0.02,245,-9.9015,361,99.6032,361,109.505,350,-5.759,330,NA,17.98,237,18.64,358,18.17,5,19.09,10
"1045","End of season",2024,"Alabama A&M",0,"SWAC","Otis Hughley",12,23,-14.3614,324,0.1637,324,94.2301,346,95.9575,331,108.591,223,104.979,176,71.7111,39,70.6415,42,0.0281,112,-5.9089,321,102.561,315,108.47,301,4.774,71,NA,17.05,107,16.29,8,17.16,6,17.11,4
"1046","End of season",2024,"Northwestern St.",0,"Slnd","Rick Cabrera",9,23,-14.8935,325,0.1635,325,97.6547,316,98.2848,308,112.548,312,110.224,298,68.7904,152,67.4979,179,-0.093,350,-5.4671,315,103.107,297,108.574,306,2.7243,110,NA,18.22,270,16.54,17,18.21,9,16.5,2
"1047","End of season",2024,"Eastern Michigan",0,"MAC","Stan Heath",13,18,-15.1242,326,0.1588,326,96.9305,323,98.3101,307,112.055,299,109.619,289,66.2534,295,65.3544,308,0.0903,19,-5.2133,307,103.491,290,108.704,317,-3.6461,288,NA,18.81,320,17.36,148,18.84,12,17.33,4
"1048","End of season",2024,"Fairleigh Dickinson",0,"NEC","Jack Castleberry",15,17,-15.3089,327,0.1585,327,97.9795,312,99.8865,282,113.288,323,106.746,223,72.8658,18,72.241,15,0.0864,22,-9.0942,357,100.277,354,109.371,343,-4.6628,311,NA,15.61,21,17.17,96,15.93,1,17.35,3
"1049","End of season",2024,"Southern Indiana",0,"OVC","Stan Gouard",8,24,-15.8688,328,0.1469,329,96.0148,334,95.8048,332,111.884,296,107.179,236,69.6879,102,69.0923,91,-0.082,341,-5.2564,311,102.838,305,108.094,279,5.658,54,NA,17.45,171,16.85,40,16.99,3,17.37,3
"1050","End of season",2024,"UT Rio Grande Valley",0,"WAC","Matt Figger",6,25,-16.03,329,0.1439,330,95.5895,336,92.5937,352,111.619,293,110.071,295,72.7721,19,71.3497,28,-8e-04,188,1.0121,138,105.568,203,104.556,115,0.1392,191,NA,16.55,65,16.22,6,16.79,5,16.26,1
"1051","End of season",2024,"Prairie View A&M",0,"SWAC","Byron Smith",10,21,-16.5208,330,0.136,333,94.708,341,95.3216,335,111.229,283,106.843,226,72.219,25,70.7727,40,0.0127,154,-5.0046,300,102.804,307,107.809,266,8.6083,21,NA,16.45,54,16.66,24,16.11,2,17.52,6
"1052","End of season",2024,"Arkansas Pine Bluff",0,"SWAC","Solomon Bozeman",13,18,-16.6869,331,0.1495,328,102.239,250,103.856,213,118.926,360,114.427,352,73.0347,15,71.9251,18,0.0445,77,-7.5258,347,101,345,108.526,303,10.5564,10,NA,15.41,13,17.48,175,15.36,1,18.02,11
"1053","End of season",2024,"Tennessee Tech",0,"OVC","John Pelphrey",10,21,-16.7556,332,0.1365,332,96.3003,331,96.3688,328,113.056,322,109.396,283,66.8799,270,65.6683,288,-0.0388,283,-5.1329,306,103.17,296,108.303,288,2.6157,115,NA,18.16,264,17.49,178,18.23,9,17.92,9
"1054","End of season",2024,"Texas A&M Commerce",0,"Slnd","Jaret Von Rosenberg",13,20,-16.7642,333,0.1331,335,94.7073,342,95.0077,337,111.472,288,109.146,275,67.9104,213,66.2778,262,0.0666,42,-4.2219,285,104.445,262,108.667,315,10.0028,13,NA,18.28,279,17,61,18.18,8,17.29,5
"1055","End of season",2024,"Morgan St.",0,"MEAC","Kevin Broadus",11,20,-16.7972,334,0.1382,331,97.3838,318,97.1374,320,114.181,338,111.818,327,71.1167,51,70.8734,37,0.0092,162,-5.2156,308,102.854,304,108.07,278,3.0633,101,NA,16.5,62,17.07,75,16.18,1,17.36,3
"1056","End of season",2024,"NJIT",0,"AE","Grant Billmeier",7,21,-17.0307,335,0.1356,334,97.4511,317,96.2518,330,114.482,343,111.259,319,68.3088,188,66.3226,259,0.0262,119,-2.7549,240,103.386,293,106.141,168,-2.3218,258,NA,18.08,252,16.99,59,18.47,7,16.91,5
"1057","End of season",2024,"Dartmouth",0,"Ivy","Dave McLaughlin",6,21,-17.0564,336,0.1265,336,93.2195,351,91.9971,354,110.276,257,111.351,320,65.8875,312,65.168,311,0.0036,173,0.8045,142,107.532,124,106.727,199,-0.864,221,NA,18.67,310,17.58,201,18.79,6,17.85,5
"1058","End of season",2024,"Manhattan",0,"MAAC","John Gallagher",7,23,-17.4682,337,0.1258,337,95.1514,340,94.2792,345,112.62,316,109.028,272,69.0127,142,68.146,141,-0.0157,228,-3.6033,268,102.697,312,106.301,174,3.0837,99,NA,18.12,259,16.57,18,18.35,8,16.51,1
"1059","End of season",2024,"Florida A&M",0,"SWAC","Robert McCullum",6,23,-17.6618,338,0.1199,341,93.3189,349,92.4953,353,110.981,274,109.214,278,69.6002,106,68.38,130,-0.04,285,-3.2296,253,103.378,294,106.608,191,18.8828,1,NA,17.13,118,17.45,164,16.76,3,18.06,12
"1060","End of season",2024,"Cal Poly",0,"BW","John Smith",4,28,-17.8411,339,0.1205,340,94.5431,343,93.7635,348,112.384,310,110.692,307,66.5123,279,65.9447,272,-0.0089,206,-1.0612,194,105.612,198,106.673,197,-1.5481,245,NA,18.74,315,17.15,94,18.3,8,17.2,2
"1061","End of season",2024,"Central Arkansas",0,"ASun","Anthony Boone",9,23,-17.9727,340,0.1244,338,97.1883,321,99.7642,283,115.161,347,114.105,347,70.0705,88,69.2875,81,0.0219,128,-4.8162,298,105.09,235,109.906,360,-3.679,289,NA,16.4,52,17.51,188,16.26,3,17.68,9
"1062","End of season",2024,"Hampton",0,"CAA","Edward Joyner Jr",9,24,-18.042,341,0.1183,342,94.5295,344,97.0661,322,112.572,314,112.087,331,70.0071,90,69.7741,69,-3e-04,184,-4.09,282,105.012,240,109.102,336,-3.5329,286,NA,17.24,139,16.94,55,18.04,7,17.08,1
"1063","End of season",2024,"New Orleans",0,"Slnd","Mark Slessinger",10,23,-18.3343,342,0.1218,339,97.836,315,97.7346,314,116.17,352,113.048,339,72.1001,28,71.5875,21,-0.034,270,-4.2387,287,103.47,292,107.708,257,7.2809,31,NA,16.31,46,16.83,38,16.13,1,17.01,4
"1064","End of season",2024,"LIU",0,"NEC","Rod Strickland",7,22,-18.8708,343,0.1073,345,93.2948,350,92.791,350,112.166,302,106.965,230,71.2761,48,70.4036,49,-0.0011,189,-5.9274,322,101.459,340,107.386,236,1.8152,134,NA,17.22,133,16.15,4,17.41,5,16.68,1
"1065","End of season",2024,"Army",0,"Pat","Kevin Kuwik",10,22,-19.0038,344,0.1012,348,90.8707,357,93.7353,349,109.875,247,102.933,115,63.18,357,63.1486,352,-0.0519,302,-9.3014,358,100.532,351,109.833,357,-5.4776,325,NA,19.23,340,18.36,343,19.41,7,19.09,9
"1066","End of season",2024,"Incarnate Word",0,"Slnd","Shane Heirman",8,23,-19.0387,345,0.1119,344,96.4586,329,98.4341,305,115.497,350,110.235,299,71.3565,45,70.0324,56,-0.0089,207,-6.8357,336,102.188,320,109.023,332,-3.1614,278,NA,17.24,140,16.48,13,17.15,5,16.87,3
"1067","End of season",2024,"North Carolina A&T",0,"CAA","Monte Ross",7,25,-19.4257,346,0.1073,346,96.0218,333,96.2906,329,115.447,349,114.238,350,68.0051,210,67.7741,160,0.0451,74,-2.3321,229,105.027,238,107.359,235,1.3727,149,NA,17.76,212,17.3,132,18.65,11,17.33,2
"1068","End of season",2024,"Maryland Eastern Shore",0,"MEAC","Jason Crafton",9,20,-19.6903,347,0.0928,351,89.7754,359,90.4527,358,109.466,244,106.801,225,67.6579,229,67.2077,202,0.0027,176,-4.5743,293,102.901,301,107.476,242,5.255,60,NA,17.9,229,17.34,146,17.78,6,17.78,6
"1069","End of season",2024,"Buffalo",0,"MAC","George Halcovage",4,27,-19.6999,348,0.1035,347,95.3751,338,95.6487,333,115.075,345,113.129,340,70.1324,82,69.1986,83,-0.0167,231,-2.324,228,105.082,236,107.406,239,0.9048,163,NA,17.26,143,16.92,50,17.08,2,17.17,2
"1070","End of season",2024,"Holy Cross",0,"Pat","Dave Paulsen",10,23,-19.718,349,0.1134,343,100.714,272,100.562,274,120.432,362,114.21,349,65.3884,330,65.882,276,0.0175,145,-7.7815,350,100.569,350,108.351,291,-3.541,287,NA,18.54,301,17.93,283,18.14,4,18.63,4
"1071","End of season",2024,"Loyola MD",0,"Pat","Tavaras Hardy",7,25,-20.2709,350,0.0945,350,93.3332,348,94.7793,342,113.604,331,108.521,264,65.788,315,65.8091,280,-0.0075,203,-6.5183,334,102.063,323,108.581,307,0.5557,173,NA,19.36,345,17.02,66,19.9,9,17.62,1
"1072","End of season",2024,"Detroit Mercy",0,"Horz","Mike Davis",1,31,-20.5247,351,0.099,349,96.9291,324,96.4591,327,117.454,357,117.114,358,68.0245,207,66.8915,227,-0.0677,324,-0.3601,179,107.196,136,107.556,251,5.9052,49,NA,18.51,298,16.77,34,18.67,10,16.82,1
"1073","End of season",2024,"Southeast Missouri St.",0,"OVC","Brad Korn",9,22,-21.3267,352,0.0821,353,91.3234,356,91.3467,356,112.65,317,107.805,253,70.2532,75,69.1743,87,0.0164,146,-5.3865,314,102.49,316,107.876,269,2.9684,105,NA,16.39,51,17.83,265,16.46,2,18.43,11
"1074","End of season",2024,"VMI",0,"SC","Andrew Wilson",4,28,-22.0685,353,0.0729,357,89.1776,360,88.956,360,111.246,284,113.016,338,74.6183,5,74.725,2,-0.0602,319,0.0384,161,107.201,135,107.162,222,-3.1382,277,NA,15.59,19,16.49,14,14.97,1,16.41,1
"1075","End of season",2024,"Saint Francis",0,"NEC","Rob Krimmel",8,22,-22.2582,354,0.0806,354,94.4034,345,94.9292,339,116.662,355,110.622,306,66.4176,283,65.4917,305,0.0214,131,-7.4616,345,100.903,346,108.365,294,-0.4474,207,NA,18.41,290,17.67,229,18.28,7,17.99,7
"1076","End of season",2024,"Houston Christian",0,"Slnd","Ron Cottrell",6,23,-22.4181,355,0.0831,352,96.5802,327,95.0097,336,118.998,361,116.091,356,72.6775,20,71.4557,26,-0.005,198,-3.1065,250,104.631,255,107.737,262,11.7033,7,NA,17.19,127,15.87,1,17.33,6,16.37,1
"1077","End of season",2024,"Lindenwood",0,"OVC","Kyle Gerdeman",9,22,-22.5235,356,0.0741,356,91.7066,355,92.7112,351,114.23,339,109.256,279,68.1848,197,67.1902,204,0.024,122,-7.2127,342,101.477,339,108.69,316,-1.8426,249,NA,17.87,227,17.22,112,17.95,8,17.56,7
"1078","End of season",2024,"Siena",0,"MAAC","Carm Maciariello",4,28,-22.8251,357,0.0701,359,90.5291,358,90.0938,359,113.354,326,110.872,314,67.125,262,66.0709,270,-0.011,215,-3.8308,275,103.477,291,107.308,231,-0.5596,213,NA,18.79,318,16.88,44,18.55,10,17.48,4
"1079","End of season",2024,"Pacific",0,"WCC","Leonard Perry",6,26,-22.8405,358,0.0779,355,95.2701,339,91.8738,355,118.111,359,117.488,360,69.1225,133,68.4086,129,-0.0141,223,-0.132,167,106.241,173,106.373,176,-5.2221,315,NA,17.65,196,17.22,111,18.18,7,17.39,2
"1080","End of season",2024,"Stonehill",0,"NEC","Chris Kraus",4,27,-22.9283,359,0.0716,358,91.8622,354,91.0965,357,114.79,344,110.575,304,69.3584,123,67.7119,164,-0.0783,335,-5.1045,302,102.108,322,107.212,224,4.0993,80,NA,17.99,239,16.37,11,18.33,8,16.82,2
"1081","End of season",2024,"IUPUI",0,"Horz","Matt Crenshaw",6,26,-25.6146,360,0.0564,360,92.2741,353,94.0042,346,117.889,358,118.33,361,68.6599,158,67.4833,183,-0.0195,244,-3.0637,247,106.102,179,109.166,338,-4.3291,303,NA,17.78,216,17.27,128,17.83,7,17.1,4
"1082","End of season",2024,"Coppin St.",0,"MEAC","Larry Stewart",2,27,-25.7286,361,0.0465,361,85.6628,361,85.2819,361,111.391,285,107.321,239,67.2945,255,66.1774,266,-0.057,311,-5.121,305,102.87,302,107.991,272,0.66,169,NA,17.49,177,17.64,221,17.1,2,18.12,7
"1083","End of season",2024,"Mississippi Valley St.",0,"SWAC","George Ivory",1,30,-30.8317,362,0.0281,362,85.4868,362,83.2947,362,116.318,353,117.21,359,66.2355,297,64.7278,328,-0.0597,317,-2.1187,223,104.389,263,106.508,185,15.264,2,NA,19.8,354,16.05,3,18.89,11,16.63,2
"1084","End of season",2025,"Duke",1,"ACC","Jon Scheyer",35,4,39.2864,1,0.9843,1,130.051,1,125.039,1,90.7643,5,94.3906,4,66.6013,256,66.0129,269,-0.0258,252,11.5076,51,113.387,43,101.88,55,9.4605,21,"NCAA",17.13,112,19.01,362,17.29,5,19.26,18
"1085","End of season",2025,"Houston",1,"B12","Kelvin Sampson",35,5,36.589,2,0.9828,2,123.383,12,116.356,17,86.7936,1,92.4809,2,62.4074,360,61.8657,359,0.0199,129,15.6281,15,115.035,16,99.4066,13,2.6249,100,"NCAA",19.69,354,18.62,349,20.1,16,18.72,16
"1086","End of season",2025,"Florida",1,"SEC","Todd Golden",36,4,36.4571,3,0.9791,3,128.247,2,119.988,4,91.7896,6,98.5599,22,70.5972,51,70.0771,57,0.0318,100,16.1454,12,115.643,10,99.4972,14,-2.1991,237,"NCAA",16.28,41,17.67,194,16.93,4,17.49,12
"1087","End of season",2025,"Auburn",1,"SEC","Bruce Pearl",32,6,35.0506,4,0.9761,4,127.161,3,119.401,7,92.1104,9,100.191,41,69.1467,113,68.205,134,0.0259,116,19.6282,2,117.436,2,97.8074,1,10.5122,19,"NCAA",17.35,139,17.54,163,17.46,11,17.29,7
"1088","End of season",2025,"Tennessee",2,"SEC","Rick Barnes",30,8,30.9286,5,0.9679,5,120.676,17,113.853,40,89.7473,3,97.2334,15,64.9572,327,63.745,349,0.0286,108,16.7961,7,117.037,3,100.241,27,-1.0398,202,"NCAA",18.44,280,18.74,355,18.76,16,18.45,16
"1089","End of season",2025,"Alabama",2,"SEC","Nate Oats",28,9,30.345,6,0.9587,7,126.814,4,118.434,9,96.4694,28,106.226,175,76.0703,1,75.2702,1,0.0363,86,20.1415,1,118.496,1,98.3547,3,12.6189,9,"NCAA",14.87,4,16.69,15,15.25,1,16.23,1
"1090","End of season",2025,"Michigan St.",2,"B10","Tom Izzo",30,7,28.4776,7,0.9589,6,118.828,25,112.306,59,90.3508,4,97.098,14,68.9535,127,67.4502,183,-0.008,205,14.7191,21,114.893,21,100.174,26,0.2702,159,"NCAA",17.43,151,17.52,152,17.61,8,17.6,9
"1091","End of season",2025,"Gonzaga",8,"WCC","Mark Few",26,9,28.0147,8,0.9491,10,124.73,6,121.219,2,96.7152,29,98.2171,20,70.401,54,70.5342,42,-0.0824,346,8.095,70,111.287,69,103.192,72,8.9916,23,"NCAA",15.7,17,18.38,335,15.7,1,18.47,10
"1092","End of season",2025,"Texas Tech",3,"B12","Grant McCasland",28,9,27.9239,9,0.9477,11,125.378,5,119.485,5,97.4542,39,100.934,59,66.5401,260,66.0647,264,-0.0369,273,12.1944,49,112.625,52,100.431,31,-4.6846,305,"NCAA",18,228,17.97,270,18.28,11,18.14,12
"1093","End of season",2025,"Maryland",4,"B10","Kevin Willard",27,9,27.0684,10,0.9512,9,118.93,23,114.649,34,91.8621,7,95.4762,8,70.4471,53,69.6077,66,-0.0285,262,12.5131,46,113.91,34,101.397,52,-10.4612,359,"NCAA",16.22,34,18.04,287,16.65,3,17.78,12
"1094","End of season",2025,"Iowa St.",3,"B12","T.J. Otzelberger",25,10,26.6547,11,0.9475,12,119.822,19,113.992,38,93.1675,13,97.0622,13,69.4261,99,68.7591,109,-0.0511,305,12.828,38,113.666,39,100.838,43,-1.1427,204,"NCAA",16.48,55,18.08,297,16.94,4,17.84,7
"1095","End of season",2025,"Wisconsin",3,"B10","Greg Gard",27,10,26.5678,12,0.9427,13,122.893,13,116.344,18,96.3253,24,102.834,88,68.6715,144,67.991,149,-0.0466,292,14.5307,23,114.907,20,100.376,30,0.0088,168,"NCAA",17.68,184,17.46,137,17.68,9,17.47,7
"1096","End of season",2025,"Arizona",4,"B12","Tommy Lloyd",24,13,26.3513,13,0.9402,14,123.671,11,116.081,19,97.32,38,103.369,101,70.4796,52,70.3237,49,-0.0483,297,16.9335,6,115.855,7,98.9217,8,5.195,50,"NCAA",16.34,46,17.72,211,16.93,3,17.61,6
"1097","End of season",2025,"St. John's",2,"BE","Rick Pitino",31,5,26.0577,14,0.9518,8,114.041,68,110.352,88,87.9837,2,92.3619,1,70.1554,64,70.0192,58,-0.0174,231,9.1643,62,112.066,60,102.902,68,-0.1955,179,"NCAA",15.81,19,18.35,328,15.99,1,18.43,9
"1098","End of season",2025,"Purdue",4,"B10","Matt Painter",24,12,25.364,15,0.932,15,124.586,7,116.784,15,99.2223,53,106.389,180,66.1628,280,65.1385,300,-0.0155,221,16.7617,8,116.045,5,99.2835,11,10.5223,18,"NCAA",18.81,307,17.62,180,18.42,15,17.65,10
"1099","End of season",2025,"Kentucky",3,"SEC","Mark Pope",24,12,24.5389,16,0.927,20,123.728,10,116.393,16,99.189,51,106.552,185,72.2949,16,70.8685,30,0.0102,154,18.2287,3,117.03,4,98.801,6,3.6431,80,"NCAA",16.3,42,16.96,44,16.87,3,16.51,2
"1100","End of season",2025,"Illinois",6,"B10","Brad Underwood",22,13,24.3166,17,0.9281,19,121.947,14,114.938,27,97.6309,40,102.852,89,72.3651,15,71.4927,17,-0.0224,248,17.1403,4,115.888,6,98.7474,5,3.5957,82,"NCAA",16.98,92,16.44,7,17.12,5,16.63,1
"1101","End of season",2025,"Texas A&M",4,"SEC","Buzz Williams",23,11,23.6606,18,0.9315,16,116.534,42,109.336,107,92.8734,10,100.148,40,67.8379,190,66.8227,215,0.001,171,16.5158,11,115.745,8,99.229,10,7.6669,34,"NCAA",17.07,102,18.22,317,17.27,8,18.27,15
"1102","End of season",2025,"Missouri",6,"SEC","Dennis Gates",22,12,23.5748,19,0.918,25,124.41,8,119.411,6,100.835,68,105.014,150,69.8016,86,68.648,113,-0.0555,312,13.3445,33,113.905,35,100.56,37,-9.2845,355,"NCAA",16.47,53,17.69,204,17.09,6,17.36,8
"1103","End of season",2025,"UCLA",7,"B10","Mick Cronin",23,11,23.4575,20,0.9286,18,117.307,37,112.104,60,93.8498,14,98.5974,24,66.2158,274,64.9871,312,-0.0188,233,14.0886,27,114.649,25,100.56,38,-5.1544,311,"NCAA",18.05,242,18.3,324,18.54,16,18.38,18
"1104","End of season",2025,"Michigan",5,"B10","Dusty May",27,10,23.4465,21,0.9298,17,116.529,43,109.245,109,93.0823,12,100.377,44,70.7721,45,70.1237,54,0.0723,38,16.5739,10,115.375,11,98.8013,7,3.9537,72,"NCAA",15.93,22,18.01,277,16.13,1,18.27,16
"1105","End of season",2025,"Mississippi",6,"SEC","Chris Beard",24,12,23.3434,22,0.9247,24,119.12,22,111.017,76,95.777,23,102.916,92,69.1837,112,68.0748,143,0.0129,147,16.9768,5,115.724,9,98.7471,4,-0.5516,194,"NCAA",17.05,101,17.63,185,17.14,7,17.52,13
"1106","End of season",2025,"Clemson",5,"ACC","Brad Brownell",27,7,23.2213,23,0.9252,23,118.233,28,114.685,32,95.0118,17,98.7075,26,65.0943,324,64.6036,327,-0.0461,291,8.3176,68,111.645,65,103.327,75,3.6688,78,"NCAA",17.66,179,19.06,364,18.62,13,19.12,17
"1107","End of season",2025,"Kansas",7,"B12","Bill Self",21,13,22.9393,24,0.9266,22,115.948,52,108.758,119,93.0092,11,99.1374,29,69.2263,110,68.599,114,-0.0343,269,15.7895,13,115.148,15,99.359,12,8.8605,24,"NCAA",16.59,59,17.98,272,16.97,5,17.99,10
